type,subject,image,score,comparison_subject
genuine,001,1-01.jpg,0.8148890137672424,
impostor,001,1-01.jpg,0.03603946790099144,002
impostor,001,1-01.jpg,0.15142187476158142,003
impostor,001,1-01.jpg,0.21978089213371277,004
impostor,001,1-01.jpg,0.08183124661445618,005
impostor,001,1-01.jpg,0.21820668876171112,006
impostor,001,1-01.jpg,0.29223883152008057,007
impostor,001,1-01.jpg,-0.11376658827066422,008
impostor,001,1-01.jpg,0.2571573555469513,009
impostor,001,1-01.jpg,0.06674173474311829,010
impostor,001,1-01.jpg,0.18660283088684082,011
impostor,001,1-01.jpg,-0.03117741271853447,012
impostor,001,1-01.jpg,0.36541807651519775,013
impostor,001,1-01.jpg,0.4071681499481201,014
impostor,001,1-01.jpg,0.03434726223349571,015
impostor,001,1-01.jpg,0.49918273091316223,016
impostor,001,1-01.jpg,0.43703383207321167,017
impostor,001,1-01.jpg,0.1278870403766632,018
impostor,001,1-01.jpg,0.44902580976486206,019
impostor,001,1-01.jpg,0.410712331533432,020
impostor,001,1-01.jpg,0.15434764325618744,021
impostor,001,1-01.jpg,0.19188860058784485,022
impostor,001,1-01.jpg,-0.12453290820121765,023
impostor,001,1-01.jpg,-0.08076085150241852,024
impostor,001,1-01.jpg,0.052832234650850296,025
impostor,001,1-01.jpg,0.37061357498168945,026
impostor,001,1-01.jpg,0.0958729162812233,027
impostor,001,1-01.jpg,-0.088288813829422,028
impostor,001,1-01.jpg,0.027923349291086197,029
impostor,001,1-01.jpg,0.05082470923662186,030
impostor,001,1-01.jpg,0.27428528666496277,031
impostor,001,1-01.jpg,0.303255558013916,032
impostor,001,1-01.jpg,0.26241132616996765,033
impostor,001,1-01.jpg,-0.09822963178157806,034
impostor,001,1-01.jpg,0.274177610874176,035
impostor,001,1-01.jpg,-0.07307299971580505,036
impostor,001,1-01.jpg,0.13450577855110168,037
impostor,001,1-01.jpg,-0.1730862259864807,038
impostor,001,1-01.jpg,0.1801241636276245,039
impostor,001,1-01.jpg,0.129791259765625,040
impostor,001,1-01.jpg,-0.09340757131576538,041
impostor,001,1-01.jpg,0.16943728923797607,042
impostor,001,1-01.jpg,0.26188451051712036,043
impostor,001,1-01.jpg,0.3674241900444031,044
impostor,001,1-01.jpg,0.25642746686935425,045
impostor,001,1-01.jpg,0.3436107337474823,046
impostor,001,1-01.jpg,-0.08277067542076111,047
impostor,001,1-01.jpg,0.004457809031009674,048
impostor,001,1-01.jpg,-0.046266332268714905,049
impostor,001,1-01.jpg,0.21213877201080322,050
impostor,001,1-01.jpg,0.08465224504470825,051
impostor,001,1-01.jpg,0.13648845255374908,052
impostor,001,1-01.jpg,0.050402723252773285,053
impostor,001,1-01.jpg,0.3625490963459015,054
impostor,001,1-01.jpg,0.1473122090101242,055
impostor,001,1-01.jpg,0.023620469495654106,056
impostor,001,1-01.jpg,-0.10860325396060944,057
impostor,001,1-01.jpg,0.1402505487203598,058
impostor,001,1-01.jpg,0.1939074993133545,059
impostor,001,1-01.jpg,0.20055025815963745,060
impostor,001,1-01.jpg,0.422119677066803,061
impostor,001,1-01.jpg,0.037390515208244324,062
impostor,001,1-01.jpg,0.06489483267068863,063
impostor,001,1-01.jpg,0.2208116054534912,064
impostor,001,1-01.jpg,0.04818486049771309,065
impostor,001,1-01.jpg,0.0836031585931778,066
impostor,001,1-01.jpg,-0.2264319509267807,067
impostor,001,1-01.jpg,0.2366275191307068,068
impostor,001,1-01.jpg,0.2877349257469177,069
impostor,001,1-01.jpg,0.28072330355644226,070
impostor,001,1-01.jpg,-0.025671524927020073,071
impostor,001,1-01.jpg,0.07063036412000656,072
impostor,001,1-01.jpg,0.1102069541811943,073
impostor,001,1-01.jpg,0.3351333737373352,074
impostor,001,1-01.jpg,-0.08330678939819336,075
impostor,001,1-01.jpg,0.08872593939304352,076
impostor,001,1-01.jpg,0.08044353127479553,077
impostor,001,1-01.jpg,0.10922165215015411,078
impostor,001,1-01.jpg,0.27271202206611633,079
impostor,001,1-01.jpg,0.16769656538963318,080
impostor,001,1-01.jpg,0.22516202926635742,081
impostor,001,1-01.jpg,-0.0340164378285408,082
impostor,001,1-01.jpg,0.14765644073486328,083
impostor,001,1-01.jpg,0.13554589450359344,084
impostor,001,1-01.jpg,0.03763040155172348,085
impostor,001,1-01.jpg,0.04346323758363724,086
impostor,001,1-01.jpg,0.05489656329154968,087
impostor,001,1-01.jpg,-0.1697062849998474,088
impostor,001,1-01.jpg,0.175592303276062,089
impostor,001,1-01.jpg,0.24141710996627808,090
impostor,001,1-01.jpg,-0.13736926019191742,091
impostor,001,1-01.jpg,0.1341300904750824,092
impostor,001,1-01.jpg,0.24347765743732452,093
impostor,001,1-01.jpg,0.17776882648468018,094
impostor,001,1-01.jpg,-0.08299010992050171,095
impostor,001,1-01.jpg,0.31054484844207764,096
impostor,001,1-01.jpg,0.09818534553050995,097
impostor,001,1-01.jpg,0.26536571979522705,098
impostor,001,1-01.jpg,0.19564178586006165,099
impostor,001,1-01.jpg,0.21574434638023376,100
impostor,001,1-01.jpg,0.31348904967308044,101
impostor,001,1-01.jpg,0.32578006386756897,102
impostor,001,1-01.jpg,0.3130389451980591,103
impostor,001,1-01.jpg,0.20322898030281067,104
impostor,001,1-01.jpg,0.34582260251045227,105
impostor,001,1-01.jpg,0.47643333673477173,106
impostor,001,1-01.jpg,0.2662838399410248,107
impostor,001,1-01.jpg,-0.11574795097112656,108
impostor,001,1-01.jpg,-0.009464489296078682,109
impostor,001,1-01.jpg,0.23906520009040833,110
impostor,001,1-01.jpg,0.11262383311986923,111
impostor,001,1-01.jpg,0.082543283700943,112
